UniqueID,SMILES,Energy,Genealogy,smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.2, ""intermolecular_energy"": -10.99, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-9.23,0.0,271.08,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.23, ""intermolecular_energy"": -11.02, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-9.23,0.02,271.07,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.94, ""intermolecular_energy"": -10.73, ""internal_energy"": -0.9, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 13}",-9.21,0.06,271.06,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.98, ""intermolecular_energy"": -10.77, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 12}",-9.2,0.08,271.05,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.01, ""intermolecular_energy"": -10.8, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-9.18,0.1,271.02,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.26, ""intermolecular_energy"": -10.05, ""internal_energy"": -0.86, ""cluster_size"": 1, ""cluster_id"": 2, ""rank_in_cluster"": 1}",-9.12,0.25,271.0,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.0, ""intermolecular_energy"": -10.79, ""internal_energy"": -0.84, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 10}",-9.02,0.39,271.05,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.18, ""intermolecular_energy"": -10.97, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-9.01,0.42,271.03,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.23, ""intermolecular_energy"": -11.02, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-9.01,0.44,270.93,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.02, ""intermolecular_energy"": -10.81, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 7}",-9.0,0.39,271.04,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.42, ""intermolecular_energy"": -10.21, ""internal_energy"": -0.9, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 19}",-8.99,0.44,270.91,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.21, ""intermolecular_energy"": -11.0, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-8.98,0.44,270.97,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.12, ""intermolecular_energy"": -10.91, ""internal_energy"": -0.82, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 6}",-8.94,0.5,270.88,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.63, ""intermolecular_energy"": -10.42, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 17}",-8.93,1.08,271.03,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.62, ""intermolecular_energy"": -10.41, ""internal_energy"": -0.85, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 18}",-8.87,0.99,271.03,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.78, ""intermolecular_energy"": -10.57, ""internal_energy"": -0.88, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 16}",-8.78,0.69,271.01,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.93, ""intermolecular_energy"": -10.72, ""internal_energy"": -0.81, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 14}",-8.63,0.65,271.0,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.87, ""intermolecular_energy"": -10.66, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 15}",-8.62,0.6,271.06,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.01, ""intermolecular_energy"": -10.8, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 8}",-8.42,1.58,271.07,1
520,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.19033298564075,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.19033298564075 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.99, ""intermolecular_energy"": -10.77, ""internal_energy"": -0.88, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 11}",-8.26,0.0,270.77,2
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.2, ""intermolecular_energy"": -10.99, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-9.23,0.0,271.08,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.23, ""intermolecular_energy"": -11.02, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-9.23,0.02,271.07,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.94, ""intermolecular_energy"": -10.73, ""internal_energy"": -0.9, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 13}",-9.21,0.06,271.06,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.98, ""intermolecular_energy"": -10.77, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 12}",-9.2,0.08,271.05,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.01, ""intermolecular_energy"": -10.8, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-9.18,0.1,271.02,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.26, ""intermolecular_energy"": -10.05, ""internal_energy"": -0.86, ""cluster_size"": 1, ""cluster_id"": 2, ""rank_in_cluster"": 1}",-9.12,0.25,271.0,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.0, ""intermolecular_energy"": -10.79, ""internal_energy"": -0.84, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 10}",-9.02,0.39,271.05,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.18, ""intermolecular_energy"": -10.97, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-9.01,0.42,271.03,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.23, ""intermolecular_energy"": -11.02, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-9.01,0.44,270.93,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.02, ""intermolecular_energy"": -10.81, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 7}",-9.0,0.39,271.04,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.42, ""intermolecular_energy"": -10.21, ""internal_energy"": -0.9, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 19}",-8.99,0.44,270.91,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.21, ""intermolecular_energy"": -11.0, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-8.98,0.44,270.97,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.12, ""intermolecular_energy"": -10.91, ""internal_energy"": -0.82, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 6}",-8.94,0.5,270.88,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.63, ""intermolecular_energy"": -10.42, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 17}",-8.93,1.08,271.03,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.62, ""intermolecular_energy"": -10.41, ""internal_energy"": -0.85, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 18}",-8.87,0.99,271.03,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.78, ""intermolecular_energy"": -10.57, ""internal_energy"": -0.88, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 16}",-8.78,0.69,271.01,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.93, ""intermolecular_energy"": -10.72, ""internal_energy"": -0.81, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 14}",-8.63,0.65,271.0,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.87, ""intermolecular_energy"": -10.66, ""internal_energy"": -0.89, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 15}",-8.62,0.6,271.06,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -9.01, ""intermolecular_energy"": -10.8, ""internal_energy"": -0.83, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 8}",-8.42,1.58,271.07,1
521,c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,64.25807105318853,"c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (3D coordinates assigned)
c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1 (nonaromatic ring conformer: 64.25807105318853 kcal/mol)",c1ccc(CCNc2cc(N3CCNCC3)nc(N3CCNCC3)n2)cc1,oracle,autodockgpu,-9.2300000000000004,energy,"{""free_energy"": -8.99, ""intermolecular_energy"": -10.77, ""internal_energy"": -0.88, ""cluster_size"": 19, ""cluster_id"": 1, ""rank_in_cluster"": 11}",-8.26,0.0,270.77,2
